Name                                                              Type        File
CodeSystemDeathPregnancyStatusVitalRecords                        CodeSystem  codesystems/CodeSystemDeathPregnancyStatusVitalRecords.fsh
CodeSystemLocalComponentCodesVitalRecords                         CodeSystem  codesystems/CodeSystemLocalComponentCodesVitalRecords.fsh
CodeSystemMDI                                                     CodeSystem  codesystems/CodeSystemMDI.fsh
ExtensionDateDayVitalRecords                                      Extension   extensions/ExtensionDateDayVitalRecords.fsh
ExtensionDateMonthVitalRecords                                    Extension   extensions/ExtensionDateMonthVitalRecords.fsh
ExtensionDatePartAbsentReasonVitalRecords                         Extension   extensions/ExtensionDatePartAbsentReasonVitalRecords.fsh
ExtensionDateTimeVitalRecords                                     Extension   extensions/ExtensionDateTimeVitalRecords.fsh
ExtensionDateYearVitalRecords                                     Extension   extensions/ExtensionDateYearVitalRecords.fsh
ExtensionPartialDateTimeVitalRecords                              Extension   extensions/ExtensionPartialDateTimeVitalRecords.fsh
ExtensionRelatedPersonDeceasedVitalRecords                        Extension   extensions/ExtensionRelatedPersonDeceasedVitalRecords.fsh
ExtensionRelatedpersonBirthplaceVitalRecords                      Extension   extensions/ExtensionRelatedpersonBirthplaceVitalRecords.fsh
ExtensionWithinCityLimitsIndicatorVitalRecords                    Extension   extensions/ExtensionWithinCityLimitsIndicatorVitalRecords.fsh
LocationDeathVitalRecords                                         Profile     profiles/LocationDeathVitalRecords.fsh
LocationInjuryVitalRecords                                        Profile     profiles/LocationInjuryVitalRecords.fsh
ObservationApgarScoreVitalRecords                                 Profile     profiles/ObservationApgarScoreVitalRecords.fsh
ObservationAutopsyPerformedIndicatorVitalRecords                  Profile     profiles/ObservationAutopsyPerformedIndicatorVitalRecords.fsh
ObservationBirthWeightVitalRecords                                Profile     profiles/ObservationBirthWeightVitalRecords.fsh
ObservationCauseOfDeathPart1VitalRecords                          Profile     profiles/ObservationCauseOfDeathPart1VitalRecords.fsh
ObservationContributingCauseOfDeathPart2VitalRecords              Profile     profiles/ObservationContributingCauseOfDeathPart2VitalRecords.fsh
ObservationDeathDateVitalRecords                                  Profile     profiles/ObservationDeathDateVitalRecords.fsh
ObservationDecedentPregnancyVitalRecords                          Profile     profiles/ObservationDecedentPregnancyVitalRecords.fsh
ObservationGestationalAgeAtDeliveryVitalRecords                   Profile     profiles/ObservationGestationalAgeAtDeliveryVitalRecords.fsh
ObservationInfantLivingVitalRecords                               Profile     profiles/ObservationInfantLivingVitalRecords.fsh
ObservationInjuryIncidentVitalRecords                             Profile     profiles/ObservationInjuryIncidentVitalRecords.fsh
ObservationLastMenstrualPeriodVitalRecords                        Profile     profiles/ObservationLastMenstrualPeriodVitalRecords.fsh
ObservationMannerOfDeathVitalRecords                              Profile     profiles/ObservationMannerOfDeathVitalRecords.fsh
ObservationMotherDeliveryWeightVitalRecords                       Profile     profiles/ObservationMotherDeliveryWeightVitalRecords.fsh
ObservationMotherHeightVitalRecords                               Profile     profiles/ObservationMotherHeightVitalRecords.fsh
ObservationMotherPrepregnancyWeightVitalRecords                   Profile     profiles/ObservationMotherPrepregnancyWeightVitalRecords.fsh
ObservationNumberBirthsNowDeadVitalRecords                        Profile     profiles/ObservationNumberBirthsNowDeadVitalRecords.fsh
ObservationNumberBirthsNowLivingVitalRecords                      Profile     profiles/ObservationNumberBirthsNowLivingVitalRecords.fsh
ObservationNumberFetalDeathsThisDeliveryVitalRecords              Profile     profiles/ObservationNumberFetalDeathsThisDeliveryVitalRecords.fsh
ObservationNumberLiveBirthsThisDeliveryVitalRecords               Profile     profiles/ObservationNumberLiveBirthsThisDeliveryVitalRecords.fsh
ObservationNumberOtherPregnancyOutcomesVitalRecords               Profile     profiles/ObservationNumberOtherPregnancyOutcomesVitalRecords.fsh
ObservationNumberPrenatalVisitsVitalRecords                       Profile     profiles/ObservationNumberPrenatalVisitsVitalRecords.fsh
ObservationNumberPreviousCesareansVitalRecords                    Profile     profiles/ObservationNumberPreviousCesareansVitalRecords.fsh
ObservationParentEducationLevelVitalRecords                       Profile     profiles/ObservationParentEducationLevelVitalRecords.fsh
ObservationPluralityVitalRecords                                  Profile     profiles/ObservationPluralityVitalRecords.fsh
ObservationPregnancyRiskFactorVitalRecords                        Profile     profiles/ObservationPregnancyRiskFactorVitalRecords.fsh
ObservationRaceVitalRecords                                       Profile     profiles/ObservationRaceVitalRecords.fsh
ObservationTabulatedEthnicityVitalRecords                         Profile     profiles/ObservationTabulatedEthnicityVitalRecords.fsh
ObservationTobaccoUseContributedToDeathVitalRecords               Profile     profiles/ObservationTobaccoUseContributedToDeathVitalRecords.fsh
PatientChildVitalRecords                                          Profile     profiles/PatientChildVitalRecords.fsh
PatientDecedentFetusVitalRecords                                  Profile     profiles/PatientDecedentFetusVitalRecords.fsh
PatientMotherVitalRecords                                         Profile     profiles/PatientMotherVitalRecords.fsh
PractitionerVitalRecords                                          Profile     profiles/PractitionerVitalRecords.fsh
ProcedureDeathCertificationVitalRecords                           Profile     profiles/ProcedureDeathCertificationVitalRecords.fsh
RelatedPersonFatherNaturalVitalRecords                            Profile     profiles/RelatedPersonFatherNaturalVitalRecords.fsh
RelatedPersonFatherVitalRecords                                   Profile     profiles/RelatedPersonFatherVitalRecords.fsh
RelatedPersonMotherGestationalVitalRecords                        Profile     profiles/RelatedPersonMotherGestationalVitalRecords.fsh
RelatedPersonMotherVitalRecords                                   Profile     profiles/RelatedPersonMotherVitalRecords.fsh
RelatedPersonParentVitalRecords                                   Profile     profiles/RelatedPersonParentVitalRecords.fsh
ValueSetApgarTimingVitalRecords                                   ValueSet    valuesets/ValueSetApgarTimingVitalRecords.fsh
ValueSetCertifierTypes                                            ValueSet    valuesets/ValueSetCertifierTypes.fsh
ValueSetDateEstablishmentApproachVitalRecords                     ValueSet    valuesets/ValueSetDateEstablishmentApproachVitalRecords.fsh
ValueSetDatePartVitalRecords                                      ValueSet    valuesets/ValueSetDatePartVitalRecords.fsh
ValueSetDeathPregnancyStatusVitalRecords                          ValueSet    valuesets/ValueSetDeathPregnancyStatusVitalRecords.fsh
ValueSetEducationLevelPersonVitalRecords                          ValueSet    valuesets/ValueSetEducationLevelPersonVitalRecords.fsh
ValueSetFatherRelationshipVitalRecords                            ValueSet    valuesets/ValueSetFatherRelationshipVitalRecords.fsh
ValueSetMannerOfDeathVitalRecords                                 ValueSet    valuesets/ValueSetMannerOfDeathVitalRecords.fsh
ValueSetMotherRelationshipVitalRecords                            ValueSet    valuesets/ValueSetMotherRelationshipVitalRecords.fsh
ValueSetPlaceOfDeathVitalRecords                                  ValueSet    valuesets/ValueSetPlaceOfDeathVitalRecords.fsh
ValueSetTransportationIncidentRoleVitalRecords                    ValueSet    valuesets/ValueSetTransportationIncidentRoleVitalRecords.fsh
ValueSetUnitsOfAgeVitalRecords                                    ValueSet    valuesets/ValueSetUnitsOfAgeVitalRecords.fsh
ValueSetYesNoNotApplicableVitalRecords                            ValueSet    valuesets/ValueSetYesNoNotApplicableVitalRecords.fsh
